JobID|JobIDRaw|ElapsedRaw|Account|AllocCPUS|CPUTimeRAW|NNodes|AllocNodes|NCPUS|Partition|TotalCPU|User|ExitCode|State|Reservation|ReservationId|AllocTRES
408439|408439|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408440|408440|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408441|408441|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408442|408442|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408443|408443|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408444|408444|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408445|408445|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408446|408446|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408447|408447|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408448|408448|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408449|408449|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408450|408450|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408451|408451|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408452|408452|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408453|408453|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408454|408454|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408455|408455|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408456|408456|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408457|408457|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408458|408458|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408459|408459|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408460|408460|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408461|408461|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408462|408462|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408463|408463|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408464|408464|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408465|408465|7|macc|128|896|1|1|128|all-x86|00:00:00|malaca|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
